Nome do Arquivo,Possivel raça,Cor aproximada,Porte aproximado,Peso Aproximado,Texto da imagem,URL do post,Texto do post
2024-05-05_22-08-25_UTC,Indeterminada,Marrom,Grande,30,,https://www.instagram.com/p/C6ml370LZtK,"🐾Porte M. Agressivo, não conseguiram identificar o sexo, não deixa se aproximar.
📍La Salle - Canoas/RS"
2024-05-05_22-16-33_UTC,Indeterminada,Marrom,Pequeno,5,Macho filhote La Salle - Canoas/RS,https://www.instagram.com/p/C6mmzjNLbsK,
2024-05-05_22-21-54_UTC_1,Indeterminada,Branco e preto,Medio,20,"Macho, porte M La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-21-54_UTC_2,Indeterminada,Branco e preto,Médio,20,"Macho, porte M La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-37-11_UTC_1,Indeterminada,Preto e marrom,Pequeno,4,"Macho, porte P La Salte - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-37-11_UTC_2,Dachshund,Preto e Caramelo,Pequeno,4,"Macho, porte P La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-38-55_UTC,Indeterminada,Tigrado,Grande,30,"Fêmea, porte G La Salle - Canoas/RS",https://www.instagram.com/p/C6mpXXzrdOp,
2024-05-05_22-41-30_UTC_1,Indeterminada,Preto e marrom,médio,15,"Macho, porte M La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-41-30_UTC_2,Indeterminada,Preto e marrom,Medio,Indeterminado,"Macho, porte M
La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-49-02_UTC_1,Indeterminada,Preto,Pequeno,10,"Fêmea, porte P La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-49-02_UTC_2,Indeterminada,Preto com caramelo,pequeno,10,"Fêmea, porte P La Salle - Canoas/RS",https://www.instagram.com/p/,
2024-05-05_22-58-03_UTC_1,gato,Cinza,pequeno,4,Procura-se!,https://www.instagram.com/p/,
2024-05-05_22-58-03_UTC_2,gato,cinza,pequeno,4,,https://www.instagram.com/p/,
2024-05-05_23-16-46_UTC_1,Indeterminada,Bege,pequeno,5,"Macho, porte p Canoas",https://www.instagram.com/p/,
2024-05-05_23-16-46_UTC_2,Indeterminada,Marrom claro,Pequeno,Indeterminado,,https://www.instagram.com/p/,
2024-05-05_23-24-34_UTC_1,Indeterminada,Preto,Médio,20,Procura-se!,https://www.instagram.com/p/,
2024-05-05_23-24-34_UTC_2,Indeterminada,Preto,Medio,20,,https://www.instagram.com/p/,
2024-05-05_23-24-34_UTC_3,Indeterminada,Preto,Pequeno,10,,https://www.instagram.com/p/,
2024-05-05_23-24-34_UTC_4,Indeterminada,Preto,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-05_23-42-16_UTC_1,Indeterminada,Branco e Marrom,Médio,15,"Machos, porte M Resgatados no Humaitá/Sarandi pela Jessyea Pes",https://www.instagram.com/p/,
2024-05-05_23-42-16_UTC_2,Indeterminada,Marrom,Médio,20,Ta bom onde eles foram encontrados? Humaitá E Sarandi São 2 machos e 1 fêmea,https://www.instagram.com/p/,
2024-05-05_23-43-42_UTC,Indeterminada,Marrom e preto,pequeno,10,"Fêmea, porte p",https://www.instagram.com/p/C6mwx1lLyke,
2024-05-05_23-44-40_UTC,Indeterminada,Preto,Pequeno,10,"Macho, porte p",https://www.instagram.com/p/C6mw42OrpW1,📍 @smgpetry
2024-05-05_23-47-17_UTC_1,Indeterminada,Marrom,Médio,15,"Fêmea, porte M Resgatada no Humaitá/Sarandi pela Jessyca Pes",https://www.instagram.com/p/,
2024-05-05_23-47-17_UTC_2,Indeterminada,Marrom com preto,Medio,15,"Ta bom
onde eles foram encontrados?
Humaitá
E Sarandi
São 2 machos e 1 fêmea",https://www.instagram.com/p/,
2024-05-06_00-02-14_UTC_1,Indeterminada,Branco e marrom,Pequeno,10,,https://www.instagram.com/p/,
2024-05-06_00-02-14_UTC_2,Indeterminada,Marrom e branco,Pequeno,10,,https://www.instagram.com/p/,
2024-05-06_00-35-54_UTC_1,Indeterminada,Preto e branco,Pequeno,10,"Macho, porte P",https://www.instagram.com/p/,
2024-05-06_00-35-54_UTC_2,Indeterminada,Preto e marrom,Médio,15,,https://www.instagram.com/p/,
2024-05-06_00-47-19_UTC,Indeterminada,Marrom,Grande,30,PROCURA-SE GURI IPÊ - GUAÍBA MACHO PORTE G,https://www.instagram.com/p/C6m4Ds2rgof,@larissaebling
2024-05-06_00-50-56_UTC,Indeterminada,Marrom e Preto,Grande,Indeterminado,PROCURA-SE IPÊ - GUAÍBA Fêmea Porte G Tumor na barriga Pelos brancos no rosto,https://www.instagram.com/p/C6m4eN9rjUQ,@larissaebling
2024-05-06_00-52-24_UTC,Indeterminada,Caramelo alaranjada,Grande,30,PROCURA-SE TICINHA IPÊ - GUAÍBA FÊMEA PORTE G CARAMELO ALARANJADA,https://www.instagram.com/p/C6m4o9sr1rN,@larissaebling
2024-05-06_00-56-01_UTC,Indeterminada,Preto e castanho,Pequeno,10,"Fêmea, castrada
Foi encontrada na Mathias/ Canoas",https://www.instagram.com/p/C6m5DgJrQ02,@gabiiliberato
2024-05-06_00-58-04_UTC_1,Indeterminada,Branco e preto,Médio,Indeterminado,"Boa noite, minha cadela fugiu da rua dom Feliciano Niterói
oii manda foto pra gente postar
Procura-se!
Ela está um pouco mais velha e então a parte preta está branqueando",https://www.instagram.com/p/,
2024-05-06_00-58-04_UTC_2,Indeterminada,Branco e Preto,Médio,20,,https://www.instagram.com/p/,
2024-05-06_00-59-23_UTC_1,Indeterminada,Branco e bege,Médio,20,"Fêmea, castrada recentemente Porto Alegre",https://www.instagram.com/p/,
2024-05-06_00-59-23_UTC_2,Indeterminada,Branco,Medio,20,,https://www.instagram.com/p/,
2024-05-06_01-08-17_UTC_1,gato,cinza e preto,pequeno,4,"Procura-se! ESSA É MINHA GATINHA SE CHAMA MEL SE, ALGUEM SOUBER EM QUAL ABRIGO ESTAR, POR FAVOR ENTRO EM CONTATO COMIGO. Ela não está mais lá, alguém pegou mas não consegui retorno nenhum ainda EU VOU TE ACHAR",https://www.instagram.com/p/,
2024-05-06_01-08-17_UTC_2,gato,Cinza e preto,pequeno,4,"ESSA É MINHA GATINHA SE CHAMA MEL SE,ALGUEM SOUBER EM QUAL ABRIGO ESTAR,POR FAVOR ENTRO EM CONTATO COMIGO 😭🙏 Ela não está mais lá,alguém pegou mais não consegui retorno nenhum ainda",https://www.instagram.com/p/,
2024-05-06_01-12-33_UTC,gato,branco,pequeno,4,"oie, tudo bem? então, eu e minha família não tivemos como levar nosso gato com a gente, e eu to desesperada, é um gato macho, branco e tem olhos verdes, no final da mathias
oii manda foto pra gente postar
muito obrigada!!!!!",https://www.instagram.com/p/C6m68ggL_we,"Gato macho branco, perdido na Mathias Velho - Canoas/RS @ruyllt"
2024-05-06_01-17-58_UTC_1,Indeterminada,Branco e Marrom,Pequeno,5,PROCURA-SE!,https://www.instagram.com/p/,
2024-05-06_01-17-58_UTC_2,Indeterminada,Marrom e Branco,Pequeno,10,,https://www.instagram.com/p/,
2024-05-06_01-38-36_UTC_1,gato,branco,pequeno,4,"Procura-se! Ela atende pelo nome de Despina, fugiu nas enchentes de novo esteio, tem o rabo curtinho e quebrado, telefones para contato: 51 991666372/ 51 982215984",https://www.instagram.com/p/,
2024-05-06_01-38-36_UTC_2,gato,branco e cinza,medio,5,,https://www.instagram.com/p/,
2024-05-06_01-39-14_UTC,Indeterminada,Marrom claro,Médio,20,Gente a @ellenweide perdeu os cachorros dela no bairro harmonia! Compartilhem pra chegar até ela @adotareencontrarpets @dogs_enchenters @acheseupetrs,https://www.instagram.com/p/,
2024-05-06_01-45-03_UTC,gato,cinza,pequeno,4,"Atenção! Essa é a minha gatinha chamada Safira, ela está localizada numa casa de dois pisos em frente da escola Thiago Wurth. (a casa é bem de frente da escola mesmo.) Quem encontrar ela ou resgatar ela chama nesse número de Whatsapp: 51 9800-6771 Ajude a compartilhar! Ela é cinza E peludinha Instagram: @lethhxz",https://www.instagram.com/p/,
2024-05-06_01-45-17_UTC,gato,Branco e preto,médio,4,"meu gato blue está desaparecido, fugiu quando meu pai tentou levar ele última vez visto na Rua Ulisses Guimarães 303 bairro Rio branco @meubichotalsalvocanoas @acheseupetrs qualquer informação chamar pelo número: (51) 992997061 estou muito preocupado com ele",https://www.instagram.com/p/C6m-sQarXlH,Gato DESAPARECIDO no bairro Rio Branco  @cavtwnn
2024-05-06_01-59-20_UTC_1,Indeterminada,Preto e marrom,Médio,20,,https://www.instagram.com/p/,
2024-05-06_01-59-20_UTC_2,Indeterminada,Preto e Caramelo,Médio,20,,https://www.instagram.com/p/,
2024-05-06_01-59-50_UTC,Indeterminada,Preto,Médio,20,"Gente, meu cachorro ficou la em casa pq nao conseguimos tirar, ele ficou em cima do telhado, nao sei como ele esta e se ainda ta la, nao sei se a água subiu... Ele é dócil, atende por 'nego' Por favorrr reposte Se alguem ver ele por ai me avisa São João Batista, 108 - Harmonia (Onde ele está, ou estava)",https://www.instagram.com/p/,
2024-05-06_02-01-34_UTC_1,Gato,Cinza,Pequeno,4,Procura-se!,https://www.instagram.com/p/,
2024-05-06_02-01-34_UTC_2,Gato,Variada,Pequeno,4,,https://www.instagram.com/p/,
2024-05-06_02-01-34_UTC_3,gato,variada,pequeno,4,,https://www.instagram.com/p/,
2024-05-06_02-03-35_UTC,Indeterminada,Marrom,Grande,30,"Meu cachorro guirizado, infelizmente tive que deixar sábado de madrugada na R Taquari 750 Matthias, Atende por ALEMÃO, Porte G",https://www.instagram.com/p/,
2024-05-06_02-04-02_UTC,Indeterminada,Branco e marrom,Pequeno,5,,https://www.instagram.com/p/C6nA1oprUIv,"Fêmea porte P
📍esta com @biguexx em Porto Alegre"
2024-05-06_02-05-09_UTC,Indeterminada,Preto e marrom,Pequeno,5,,https://www.instagram.com/p/C6nA930rmCt,"Femea porte P, encontrada no Sarandi
📍esta com @biguexx em Porto Alegre"
2024-05-06_02-06-02_UTC_1,Indeterminada,Branco e marrom,Médio,20,,https://www.instagram.com/p/,
2024-05-06_02-06-02_UTC_2,Indeterminada,Branco e marrom,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_02-06-55_UTC_1,Indeterminada,Preto e Marrom,Pequeno,5,,https://www.instagram.com/p/,
2024-05-06_02-06-55_UTC_2,Indeterminada,Preto e marrom,Pequeno,5,,https://www.instagram.com/p/,
2024-05-06_02-14-43_UTC,Indeterminada,Preto,Grande,30,Cachorro resgatado na Ramiro com o Cristovão Colombo A procura do seu dono(a) Ele se encontra na Igreja Auxiliadora no @ger.rondon108rs,https://www.instagram.com/p/C6nCD6rLYqU,"Cachorro, resgatado na Ramiro com a Cristóvão Colombo

📍Está na Igreja Auxiliadora @ge.rondon108rs"
2024-05-06_02-25-04_UTC_1,Dachshund,Preto e canela,Pequeno,10,,https://www.instagram.com/p/,
2024-05-06_02-25-04_UTC_2,Dachshund,Preto e Caramelo,pequeno,6,,https://www.instagram.com/p/,
2024-05-06_02-31-06_UTC,Indeterminada,Preto e branco,Médio,20,"Pessoal do bairro Niterói, minha cadela fugiu da casa do meu tio na rua dom Feliciano. Se alguém tiver notícias dela, por favor, me avise! O nome dela é Pipoca, ela está com a parte preta do pelo mais branca, mais velha.",https://www.instagram.com/p/,
2024-05-06_02-36-22_UTC,"['Dachshund', 'Indeterminada']","['Marrom', 'Branco com manchas']","['Pequeno', 'Pequeno']","[10, 10]","GALERA ESSES SÃO MEUS CACHORROS THOR E JUJUBA, ELES ESTAVAM NA CASA DOS MEUS TIOS NA RUA VACARIA MATHIAS VELHO PORÉM A ÁGUA SUBIU E MEU TIO NÃO CONSEGUIU LEVAR ELES JUNTO QUEM SOUBER ALGUMA NOTÍCIA DELES POR FAVOR ME AVISA !!! @silveiratiago3",https://www.instagram.com/p/,
2024-05-06_02-40-25_UTC,Indeterminada,Preto e marrom,pequeno,5,"achesuepetrs Cachorro macho, pequeno porte, tem um olho de cada cor, um azul e um castanho...",https://www.instagram.com/p/,
2024-05-06_02-40-31_UTC,Indeterminada,Preto,Grande,30,"Cachorro resgatado na Ramiro com o Cristovao Colombo A procura do seu dono(a). Ele se encontra na Igreja Auxiliadora no @e.rondon10rs acheseupetrs Cachorro, resgatado na Ramiro com a Cristóvão Colombo...",https://www.instagram.com/p/,
2024-05-06_02-41-17_UTC,Boxer,Marrom/branco,Grande,30,"CANOAS - MATHIAS Peço pfv pela ajuda de vcs, estou procurando meus dois cachorros, minha avó saiu de casa e não conseguiu levá-los junto!! @acheseupetrs @meubichotasalvocanoas @petsperdidoscanoas",https://www.instagram.com/p/,
2024-05-06_02-46-23_UTC,Rottweiler,Preto e marrom,grande,50,,https://www.instagram.com/p/C6nFr1pL1ZG,"Cachorro macho encontrado em Canoas no Bairro Nossa Senhora das Graças

Mais informações @bagatini_julia"
2024-05-06_02-47-49_UTC,Indeterminada,Preto e marrom,Médio,20,acheseupetrs Cachorro macho encontrado em Canoas no Bairro Nossa Senhora das Graças...,https://www.instagram.com/p/,
2024-05-06_02-49-33_UTC_1,Indeterminada,Marrom e branco,Grande,30,PROCURA-SE!,https://www.instagram.com/p/,
2024-05-06_02-49-33_UTC_2,Indeterminada,Indeterminada,Indeterminado,Indeterminado,"O nome dele é simba, ele estava na rua soledade 370 na mathias

Mas como ele enorme fico muito difícil de levar no carro com monte de criança

Ele está com uma cólera laranja!!!!

Ele tem quase 2 dois, não morde

996360395 qualquer coisa pode chamar esse número

Por favor",https://www.instagram.com/p/,
2024-05-06_02-49-33_UTC_3,Pit Bull,Marrom,Medio,20,,https://www.instagram.com/p/,
2024-05-06_02-49-33_UTC_4,Indeterminada,Branco e marrom,Médio,20,,https://www.instagram.com/p/,
2024-05-06_02-49-33_UTC_5,Indeterminada,Marrom e branco,Médio,20,,https://www.instagram.com/p/,
2024-05-06_02-51-46_UTC,Pastor Alemão,Preto e dourado,grande,30,"AJUDA!!!! PRI E ZUCKO Dois pastores alemães perdidos na região próxima a ilha da pintada. Família foi buscá-los de barco e não estavam mais no local. Quem souber se estão em algum abrigo ou os encontra-los, whatsapp para +55 51 9549-1149 Compartilhe!!!! @arthurbianchessi",https://www.instagram.com/p/,
2024-05-06_02-54-31_UTC_1,gato,Cinza e branco,pequeno,4,"- Fugiu na coronel Vicente subida do bazar natal, no mato a esquerda amigos precisamos encontrar a Maqui, gatinha da @bilicancaaa___ ela fugiu quando gatinhos da folram resgatados, se souberem qualquer informação por favor enviem 🙏 Whatsapp da Bianca 9258-0612 Canoas",https://www.instagram.com/p/,
2024-05-06_02-54-31_UTC_2,gato,Cinza e branco,pequeno,4,"- Fugiu na coronel Vicente subida do bazar natal, no mato a esquerda amigos precisamos encontrar a Maqui, a gatinha da @biiancaaa___, ela fugiu quando os pais dela foram resgatados, se souberem qualquer informação por favor enviem 😞🙏 Whatsapp da Bianca 9258-0612",https://www.instagram.com/p/,
2024-05-06_03-00-55_UTC,Indeterminada,Marrom,Médio,30,,https://www.instagram.com/p/C6nHWNILYSZ,"Cachorro macho encontrado no Bairro Liberdade

Está com @krause.ofc08"
2024-05-06_03-01-11_UTC,Indeterminada,Marrom,Médio,20,acheseupetrs Cachorro macho encontrado no Bairro Liberdade...,https://www.instagram.com/p/,
2024-05-06_03-03-58_UTC_1,Indeterminada,Branco,Medio,Indeterminado,Macho jovem não castrado Chegou de ônibus no abrigo da @reviverportoalegre vindo do Bairro Humaitá,https://www.instagram.com/p/,
2024-05-06_03-03-58_UTC_2,Mix pitbull,Dourado,Médio,Indeterminado,Fêmea não castrada Mix pitbull Chegou junto com resgatados do bairro Humaitá IGREJA REVIVER PORTO ALEGRE,https://www.instagram.com/p/,
2024-05-06_03-04-06_UTC,Indeterminada,Branco,Médio,20,Macho jovem não castrado Chegou de ônibus no abrigo da @reviverportoalegre vindo do Bairro Humaitá,https://www.instagram.com/p/,
2024-05-06_03-04-11_UTC,Mix pitbull,Caramelo,Médio,20,Fêmea não castrada Mix pitbull Chegou junto com resgatados do bairro Humaitá,https://www.instagram.com/p/,
2024-05-06_03-12-29_UTC,Indeterminada,Bege,Medio,15,"Alba - Canoas na Mathias As cadelinhas ficaram no segundo piso da casa na frente de onde a Isadora foi resgatada, pois o barco já estava cheio! Ametista",https://www.instagram.com/p/,
2024-05-06_03-12-56_UTC,Indeterminada,Várias,Pequeno,1,"Coisinha (Mais Linda) Canoas na Mathias As gatinhas, a princípio, foram resgatadas em um dos primeiros barcos ontem em uma caixinha de transporte cinza e rosa (tinha uma calça preta junto delas) Estressada",https://www.instagram.com/p/,
2024-05-06_03-22-50_UTC_1,Indeterminada,Branco e preto,Médio,20,continentalbrasil.com.br,https://www.instagram.com/p/,
2024-05-06_03-22-50_UTC_2,Indeterminada,Branco e Preto,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-24-04_UTC,Indeterminada,Branco e preto,Médio,20,"acheseupetrs Fêmea, encontrada na Mathias agora está na AV santos Ferreira 2260...",https://www.instagram.com/p/,
2024-05-06_03-24-20_UTC,Indeterminada,Branco e marrom,Pequeno,5,"Porte P Sem tutor, procura-se dono",https://www.instagram.com/p/C6nKB0Orc0Z,"Fêmea, encontrada na Mathias agora está na AV santos Ferreira 2260

@laura_panizzi"
2024-05-06_03-24-29_UTC,Indeterminada,Branco e Marrom,Pequeno,Indeterminado,"Porte P Sem tutor, procura-se dono achesuepetrs Fêmea, encontrada na Mathias agora está na AV santos Ferreira 2260...",https://www.instagram.com/p/,
2024-05-06_03-26-41_UTC_1,gato,Preto,pequeno,4,Procura-se! isso canoas?,https://www.instagram.com/p/,
2024-05-06_03-26-41_UTC_3,gato,Preto e tortoiseshell,pequeno,4,,https://www.instagram.com/p/,
2024-05-06_03-26-57_UTC,Mix pitbull,Caramelo,Médio,20,Fêmea não castrada Mix pitbull Chegou junto com resgatados do bairro Humaitá,https://www.instagram.com/p/C6nKU_IrM0e,"Fêmea (mix pitbull) não castrada encontrados no bairro Humanitá

📍Abrigo Reviver Porto Alegre

Informações: @nathaliab_lima"
2024-05-06_03-27-06_UTC,Mix pitbull,Marrom,Médio,20,Fêmea não castrada Mix pitbull Chegou junto com resgatados do bairro Humaitá,https://www.instagram.com/p/,
2024-05-06_03-55-10_UTC,Indeterminada,Preto,Médio,20,"Animais resgatados no pontal!!! pontalanmais - SRD preto, pelo longo, macho inteiro, porte M;",https://www.instagram.com/p/,
2024-05-06_04-00-12_UTC_1,Indeterminada,Branco,Médio,20,Procura-se!,https://www.instagram.com/p/,
2024-05-06_04-00-12_UTC_2,Indeterminada,Branco,Médio,20,"Gente essas minhas duas cadelas estão sumidas, por favor me ajudem a achar, pelo que me falaram foram resgatadas mas não sei onde estão !!! 😞 Compartilhem pra ajudar, por favor PÉROLA 30/12/2023 10:19",https://www.instagram.com/p/,
2024-05-06_04-00-12_UTC_3,Indeterminada,Creme,Médio,20,30/12/2,https://www.instagram.com/p/,
2024-05-06_04-00-12_UTC_4,Indeterminada,Creme,Médio,20,,https://www.instagram.com/p/,
2024-05-06_11-38-23_UTC_1,gato,branco e cinza,pequeno,4,Procura-se!,https://www.instagram.com/p/,
2024-05-06_11-38-23_UTC_2,gato,laranja,pequeno,4,"Rua campinas 4380, Mathias Velho Canoas",https://www.instagram.com/p/,
2024-05-06_11-38-23_UTC_3,gato,Cinza e branco,medio,4,,https://www.instagram.com/p/,
2024-05-06_11-38-23_UTC_4,gato,amarelo e branco,pequeno,4,,https://www.instagram.com/p/,
2024-05-06_11-47-40_UTC_1,Indeterminada,Branco/Preto/Cinza,Pequeno,10,Procura-se! Estavam no bairro Mathias velho Rua São Lourenço As 2 fêmea,https://www.instagram.com/p/,
2024-05-06_11-47-40_UTC_2,Indeterminada,Branco com manchas,Medio,15,,https://www.instagram.com/p/,
2024-05-06_11-47-40_UTC_3,Indeterminada,Cinza e preto,Médio,20,,https://www.instagram.com/p/,
2024-05-06_11-51-37_UTC_1,gato,Bicolor (branco e marrom/preto),pequeno,4,Procura-se!,https://www.instagram.com/p/,
2024-05-06_11-51-37_UTC_2,Indeterminada,Indeterminada,Indeterminado,Indeterminado,"Mônica Cardoso Online agora Oii, eu perdi dois gatos! Uma fêmea e um macho, fêmea castrada. Em São Jerônimo 20:22 oiii manda fotinho que repostamos Procura-se",https://www.instagram.com/p/,
2024-05-06_11-51-37_UTC_3,gato,Branco e marrom,pequeno,4,,https://www.instagram.com/p/,
2024-05-06_11-51-37_UTC_4,gato,bege e marrom,pequeno,5,,https://www.instagram.com/p/,
2024-05-06_12-06-56_UTC_1,gato,preto,pequeno,4,Procura-se!,https://www.instagram.com/p/,
2024-05-06_12-06-56_UTC_2,gato,preto,pequeno,4,,https://www.instagram.com/p/,
2024-05-06_12-16-10_UTC_1,Indeterminada,Preto e marrom,Pequeno,5,,https://www.instagram.com/p/,
2024-05-06_12-16-10_UTC_2,Indeterminada,Indeterminada,Indeterminado,Indeterminado,"Infelizmente n sei o sexo pois tirei na correria
Todos resgatados do sarandi
No em torno da rua minas gerais
Respondeu à própria mensagem",https://www.instagram.com/p/,
2024-05-06_12-19-37_UTC_1,Indeterminada,Preto e branco,Pequeno,10,,https://www.instagram.com/p/,
2024-05-06_12-19-37_UTC_2,Indeterminada,Preto,Indeterminado,Indeterminado,Happy Birthday,https://www.instagram.com/p/,
2024-05-06_12-19-37_UTC_3,Indeterminada,Preto e branco,Médio,Indeterminado,"Infelizmente n sei o sexo pois tirei na correria
Todos resgatados do sarandi
No em torno da rua minas gerais
Respondeu à própria mensagem",https://www.instagram.com/p/,
2024-05-06_12-21-24_UTC_1,Indeterminada,Preto,Pequeno,10,,https://www.instagram.com/p/,
2024-05-06_12-21-24_UTC_2,Gato,Indeterminada,Pequeno,Indeterminado,"Infelizmente n sei o sexo pois tirei na correria
Todos resgatados do sarandi
No em torno da rua minas gerais
Respondeu à própria mensagem",https://www.instagram.com/p/,
